PTS,FGM,FG_PCT,FG3_PCT,DREB
-0.7366972241765559,-1.1888293602378623,-0.3994436165156479,-0.0044602232373344,-0.3116865819120604
-2.092348632339314,-2.654246726735219,-1.6542052861319851,-0.2185035454663068,-1.1123770115137104
-1.1885810268974752,-1.3981746983089134,-1.360120519815657,-2.724069493911343,-0.111513974511648
-1.6404648296183948,-0.9794840221668114,-1.5365713796054534,0.5117619068443066,-2.1132400485157725
-1.0982042663532914,-0.3514480079536584,-0.9876131491483066,-1.1628123200058933,-0.5118591893124729
-0.6463204636323719,-0.7701386840957604,-0.2622040589013609,-0.3318205984110572,0.8893490624904143
-0.3751901819998203,-1.1888293602378623,-0.6347114295687114,-0.5332731369795025,-0.3116865819120604
1.1612147472513057,0.9046240204726474,0.0514863585027225,0.8139407146969738,0.0886586328887644
1.1612147472513057,0.9046240204726474,0.9141350063639552,0.2851278009548056,-1.3125496189141228
-1.278957787441659,-0.5607933460247094,-0.7523453360952431,-1.3768556422348663,-1.3125496189141228
0.5285774234420185,1.323314696614749,0.6788671933108917,-0.3318205984110572,0.8893490624904143
-0.2848134214556365,-0.5607933460247094,-0.7523453360952431,-0.9235874304558652,-0.111513974511648
0.2574471418094668,0.4859333443305454,0.1495146139414989,0.5998973924680007,0.0886586328887644
-1.459711308530027,-2.235556050593117,-1.2424866132891252,0.2347646663126943,1.690039492092064
-0.7366972241765559,-1.1888293602378623,-0.5170775230421797,0.3229001519363891,-1.1123770115137104
0.076693620721099,-0.3514480079536584,-1.497360077429943,-0.4451376513558077,0.4890038476895894
-0.9174507452649237,-0.7701386840957604,-1.0660357534993277,-1.187993887326949,-0.9122044041132978
-0.1944366609114526,-0.1421026698826074,-0.8699792426217748,-0.3318205984110572,-1.1123770115137104
-0.0136831398230848,0.6952786824015965,-0.0465418969360539,-1.2761293729506438,-2.313412655916185
0.890084465618754,1.1139693585436985,0.8945293552761998,1.405707546741781,0.2888312402891769
1.0708379867071218,1.5326600346858004,0.7768954487496681,-0.8732242958137539,0.4890038476895894
2.2457358737815123,1.7420053727568514,1.6787553987864112,0.4362172048811396,1.8902120994924767
1.1612147472513057,1.7420053727568514,0.4632050313455835,0.3480817192574448,-1.5127222263145352
1.1612147472513057,1.5326600346858004,0.9925576107149764,1.027984036925947,-1.5127222263145352
-0.2848134214556365,-0.3514480079536584,-0.811162289358509,-0.1933219781452518,0.8893490624904143
0.6189541839862024,-0.5607933460247094,1.1297971683292634,0.7509867963943346,-1.5127222263145352
-1.0078275058091075,-0.9794840221668114,-1.0072188002360618,-0.4451376513558077,-0.5118591893124729
-1.0078275058091075,0.2765880062594945,0.3455711248190518,-1.4775819115190891,-0.9122044041132978
0.1670703812652829,-0.1421026698826074,0.3455711248190518,-0.7850888101900592,1.690039492092064
0.7093309445303863,1.1139693585436985,0.8945293552761998,-0.02964179055839,0.0886586328887644
-1.550088069074211,-1.3981746983089134,-0.5366831741299349,0.7509867963943346,-2.313412655916185
0.1670703812652829,-0.3514480079536584,0.7180784954864022,0.5873066088074735,-0.9122044041132978
