TEAM_ID,eFG_PCT_mean,eFG_PCT_std,TS_PCT_mean,TS_PCT_std,AST_TOV_mean,AST_TOV_std,PTS_mean,PTS_std,REB_mean,REB_std,PLUS_MINUS_mean,PLUS_MINUS_std
12315,0.574468085106383,,0.5947920569501686,,1.8666654222230519,,127.0,,52.0,,4.0,
12325,0.4791666666666667,,0.49738219895287955,,0.6296293964335569,,76.0,,36.0,,-33.0,
15019,0.5662343250553233,0.1874693599248574,0.5924497502484567,0.19430975343548895,2.011361628359718,1.0445875415098214,116.0,25.45584412271571,40.5,0.7071067811865476,-11.5,30.405591591021544
15020,0.3984044285249104,0.08634485279874812,0.4550139341697952,0.12262697098692925,0.754385584575666,0.12405373234007179,80.0,19.79898987322333,35.0,7.0710678118654755,-30.0,14.142135623730951
15022,0.4062684801892371,0.058124093781744615,0.43850656488962564,0.029926580510445878,0.8068178292873445,0.08035298670431573,87.5,7.7781745930520225,40.0,2.8284271247461903,-52.0,15.556349186104045
50009,0.4402433433906772,0.06349748779958969,0.47799538290213767,0.05311654338531148,1.6811644453574726,0.9351615493286579,94.33333333333333,11.430952132988164,34.333333333333336,6.408327915038889,-38.86666666666667,10.33956801160796
1610612737,0.5408488010499192,0.05953702667248953,0.5774213564467803,0.056011521341041814,2.2333920260023445,0.933391925891892,117.85082872928177,11.65260399502823,44.56353591160221,6.661881339638633,-1.0342541436464088,13.45590073460326
1610612738,0.5696508221354206,0.06542678706453356,0.6027790860795315,0.05957023495806774,2.4608233677192617,1.2400301299981071,117.66981132075472,12.3497389101578,45.490566037735846,6.839729607220139,8.365094339622642,15.255874744145856
1610612739,0.5521038127981264,0.06023723216281849,0.5840737339352309,0.05536535301825372,2.216691483248168,0.8340063742499318,110.83068783068784,11.151896606794185,41.92063492063492,6.486405392347939,2.8878306878306876,14.163682582986901
1610612740,0.5463554892071774,0.06334875175133985,0.5825595305943609,0.058300135692898644,2.118580672181345,0.79114616895624,113.73333333333333,12.434229202725906,44.06111111111111,6.539236017845092,2.3444444444444446,15.929426135553955
1610612741,0.5431940795028486,0.06416675888032793,0.5783264207432188,0.05913820777202315,2.4132490367161084,2.2628396346881767,112.68926553672317,11.793177343017543,43.12994350282486,6.751267262957443,0.048587570621468935,13.758126141503661
1610612742,0.5601233752367148,0.06517994318048051,0.591400195122097,0.06302343558719599,2.254133911528656,1.2412341284077888,114.56476683937824,13.357161081565746,41.18652849740933,6.257197927725778,1.2487046632124352,15.064455643474043
1610612743,0.5635603917724916,0.06731916108070161,0.5930483243333449,0.06358741346972599,2.4933046077419756,1.1275272806969667,114.24757281553399,12.013889073293607,43.63592233009709,5.96808347500851,4.1087378640776695,13.842339480798802
1610612744,0.5609431184991681,0.0662360728495777,0.5910756494881205,0.059264784436622704,2.1742419203301604,1.1131480486458456,117.79787234042553,11.62799478966755,45.962765957446805,7.08947376734496,2.1127659574468085,14.76472334350264
1610612745,0.5231158105296703,0.06215811763211918,0.560243831849694,0.055568516417565175,1.8796404947084349,0.786029110378288,112.67052023121387,11.833687539152688,46.16763005780347,7.126000022976659,-2.560693641618497,14.823106710110396
